sha256	dest_filename	source_url	license	utc_date
d72270df41df37786cc11cc67bb5dc8a6818e045b36e44552f989462621ad686	lorc__arrow-flights.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/arrow-flights.svg	CC-BY-3.0	2026-05-17
634d8fa66005630a6fec71aed04c5d90674487968c120ee2b5dbddb1cea37e12	lorc__transportation-rings.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/transportation-rings.svg	CC-BY-3.0	2026-05-17
58f5aa67e47921baaf099ec9d6299439158de6d92b0088a5c1e3a0b7b7e02227	lorc__orbital.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/orbital.svg	CC-BY-3.0	2026-05-17
12b9c2b717075066c791f7e4b06999f5649f5a728913b5370eb00ca542eeef05	badges__crown.svg	https://raw.githubusercontent.com/game-icons/icons/master/badges/crown.svg	CC-BY-3.0	2026-05-17
043ebd4157c3ff2eef67122be175647346e8fb29ac75049f462a885a3daba713	badges__shield.svg	https://raw.githubusercontent.com/game-icons/icons/master/badges/shield.svg	CC-BY-3.0	2026-05-17
29a8e34e374b0b769ca8f1ebe9aaacb2b9c5341f4439306bfe332ead8ff48c5d	badges__cog.svg	https://raw.githubusercontent.com/game-icons/icons/master/badges/cog.svg	CC-BY-3.0	2026-05-17
2cc6c5699d80caab294edeacc318b662bffd0c3a672fe34062d5ef0c37a35fb7	lorc__crown.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/crown.svg	CC-BY-3.0	2026-05-17
aedca7863ecc1228fcb450a46c1bf5fc9849f0ee7eb883382a118e92c386285e	lorc__crowned-skull.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/crowned-skull.svg	CC-BY-3.0	2026-05-17
ce569972f43f7c2da13d4a2c3485157369a7b0100a281094e8ee6cf1b820ef4d	lorc__skull-shield.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/skull-shield.svg	CC-BY-3.0	2026-05-17
b564532c9dbdd0d246309cf22e3dbac420bc69b738f7dadaf19af35ab134eac0	lorc__skull-signet.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/skull-signet.svg	CC-BY-3.0	2026-05-17
5e17d69b58ffc15b1e5ea26c387dc22d3cb4b5266708363ffeeaf238a97ddb9a	lorc__hawk-emblem.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/hawk-emblem.svg	CC-BY-3.0	2026-05-17
f475d21af4ddd3b3497d5996254b41813194caeb754db1320313960a9127e463	lorc__raven.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/raven.svg	CC-BY-3.0	2026-05-17
773c6ebd829164fc73adc33b68a36fb2045c86864db7438643dea48b7aa47e16	lorc__wolf-head.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/wolf-head.svg	CC-BY-3.0	2026-05-17
49097932fc1df10111d742bd61dd39880460c25cf1614009f0ae276026360482	lorc__lion.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/lion.svg	CC-BY-3.0	2026-05-17
5767ccb8fa0f2e7996dfafb2dfcda0c33666a1c139b7ecfc747e8993530ed173	faithtoken__dragon-head.svg	https://raw.githubusercontent.com/game-icons/icons/master/faithtoken/dragon-head.svg	CC-BY-3.0	2026-05-17
18e4d3572966c4bac31f757aab6c3841cffc8489d44380eaa6213014cf7545c5	lorc__swords-emblem.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/swords-emblem.svg	CC-BY-3.0	2026-05-17
9e62b23c24de80a5a4fd90d42562a478a6295e970666ffecac62cba0f0f71a83	lorc__crossed-sabres.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/crossed-sabres.svg	CC-BY-3.0	2026-05-17
4c31098d4b301c3327b904715a533122d8b6755d19f657b8753297c69c7f122f	lorc__crossed-pistols.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/crossed-pistols.svg	CC-BY-3.0	2026-05-17
c0c9c2359cc1fb66976fed317df7e5329ee5b2f0c7463f89b7aaebdb28d19834	lorc__battle-axe.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/battle-axe.svg	CC-BY-3.0	2026-05-17
90109145ee04ed507f70ff934f5f939ffaea7c50fda8ee18e001de120fe3c115	lorc__fist.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/fist.svg	CC-BY-3.0	2026-05-17
659cb47a80fc197d293e2a6720aaa7c06fd1ea0c2bad60183a7162fe2f9c1b76	delapouite__gauntlet.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/gauntlet.svg	CC-BY-3.0	2026-05-17
260ff96e39b1804e74072658cfa6cd382062826f6e8d40cb106fc530a6d38548	lorc__gears.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/gears.svg	CC-BY-3.0	2026-05-17
192524a363f72c0dd3b826fe64ab76cc596d35eff3cf453d90abeedc85260279	delapouite__eagle-head.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/eagle-head.svg	CC-BY-3.0	2026-05-17
5fc4ebfcdb559e980199e47c2e929fa915c785215f373b1e1dd75c9fc7de57f4	lorc__spears.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/spears.svg	CC-BY-3.0	2026-05-17
195432068dcd369e60f348cb0a3a6ea981b7040f440f89678f69d60b8a0e589c	sbed__nuclear.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/nuclear.svg	CC-BY-3.0	2026-05-17
c29676b5be8accdfd20c1e7f49ec35be07812a5f24ad72cb2a18310e1c41a089	delapouite__nuclear-waste.svg	https://raw.githubusercontent.com/game-icons/icons/master/delapouite/nuclear-waste.svg	CC-BY-3.0	2026-05-17
83f2d15602c6bb2b1b0ab6b99beea7fb5693cdff4fe5184be3788a0f0ce0bd2d	lorc__gas-mask.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/gas-mask.svg	CC-BY-3.0	2026-05-17
4687d4ec86cea0b7fedeadcdbabbe87cb0ef16ff3b7a13adeb5e425b25d8f355	lorc__virus.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/virus.svg	CC-BY-3.0	2026-05-17
b47dfae7eb457c807428389505882802e2532db2fac4246e12a28eeefa3a0621	lorc__meteor-impact.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/meteor-impact.svg	CC-BY-3.0	2026-05-17
e0e087f15c045a03240aad51674cb2c8b0b7262395e1bcd16d1d601491a47130	sbed__blast.svg	https://raw.githubusercontent.com/game-icons/icons/master/sbed/blast.svg	CC-BY-3.0	2026-05-17
06fc4f76d5b1144830eda7c98c53b66262718d4bc18c2de121ab82256dd4eefb	lorc__fireball.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/fireball.svg	CC-BY-3.0	2026-05-17
6ef93e6693626ab5365670d0b75df18369c8af45c09613fd42973e1c34b9f3ee	lorc__barbed-wire.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/barbed-wire.svg	CC-BY-3.0	2026-05-17
6578c1baa7a88152197dbf7f58970258dd0fb4af9b7b54feb73975a39f2f5248	lorc__alien-skull.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/alien-skull.svg	CC-BY-3.0	2026-05-17
5bd01b5e90d6862a11287cb096587c8e010ff8755a3130218948c24f6caa205a	lorc__frostfire.svg	https://raw.githubusercontent.com/game-icons/icons/master/lorc/frostfire.svg	CC-BY-3.0	2026-05-17
